0;RT @CommuterBoston: ACCIDENT (Wellesley, MA): RT-9 East near Cedar St - involving a motorcycle and a car - possible lane restrictions;YES
1;RT @CommuterBoston: ACCIDENT: I-290 East before I-495 (Exit #26) - 2-car accident with possible lane blockages;YES
236;@MikeBatesSBN Dead. I died.;NO;
237;AIR’s #Sharknado expert, @Scott_Stransky There’s no way to determine EF rating until damage survey - destruction & water damage expected”;NO;
238;My personal phone is about to die and my work phone is already dead. 😳😣;NO;
239;RT @LisaVaas: Car hackers build anti-car-hacking gadget http://t.co/EDrKJPqh1U $150 gadget could hack-proof cars. will it embarrass car mak…;NO;
240;IMF urges higher taxes on coal, natural gas, gasoline, diesel to fight #climate change http://t.co/pRCs9Vw7vL via @reuters;NO;
241;Remember the highway scene in #FinalDestination2? It came eerily close to life on 95 yesterday in Topsfield. VIDEO: http://t.co/eL8Ie6irzr;NO;
242;RT @INCRnews: IMF urges higher taxes on coal, natural gas, gasoline, diesel to fight #climate change http://t.co/pRCs9Vw7vL via @reuters;NO;
243;@keliiixo @TheHighFessions or you could just smoke cuz you''d be taking sips of smoke it''d look retarded;NO;
244;Commented on StockTwits: Cease fire is never really a cease fire. Other bigger issues in the market http://t.co/5rZI8Lqy7y;NO;
245;Did the Bridgewater Highway Dept seriously re-pave Summer St but cover up the manhole covers? I saw them digging them all up today.;NO;
246;@incarceratedbob Having a career cut short due to injury isn''t a comment on a player''s talent level. How do you predict neck injury @ draft?;NO;
247;Helped nearby drivers by reporting a heavy traffic jam on I-90 E Mass Pike, Newton on @waze - Drive Social. http://t.co/LpfM9EMgF1;NO;
248;--Boston Class B CDL Driver, Auto Transport,Car Hauler  (Salem, MA ) http://t.co/3jKgmTxdI9;NO;
249;RT @1033ampradio: Remember the highway scene in #FinalDestination2? It came eerily close to life on 95 yesterday in Topsfield. VIDEO: http:…;NO;
250;Angola was amazing # damm # $$$ http://t.co/Cf79hc3pBu;NO;
251;Helped nearby drivers by reporting a stand still traffic jam on I-90 E Mass Pike, Newton on @waze - Drive Social. http://t.co/jxMLSikGBm;NO;
252;Helped nearby drivers by reporting a heavy traffic jam on I-90 E Mass Pike, Boston on @waze - Drive Social. http://t.co/OsStsdz7EO;NO;
253;@eamcintyre burn it. Burn it all 🔥🔥🔥;NO;
254;Series of Gas Explosions Kill 15, Injure 228 in Taiwan http://t.co/8RUgF7iG8E #marketing;YES
255;Drinking a Coke that says Share a Coke with Jeff right in Jeff''s stupid ass-face.;NO;
256;Series of Gas Explosions Kill 15, Injure 228 in Taiwan: At least 15 people are dead and 228 injured following ... http://t.co/pLuAmRahuS;YES
257;RT @ScottKirsner: Today''s scoop: Lilliputian Systems, which was building a butane-powered charger for electronics, is dead: http://t.co/Sn9…;NO;
258;@vogon FULL STACK JS GET WITH IT OR DIE TRYING;NO;
259;>take route 213 to avoid traffic>get stuck in traffic anyway>solution?>drive off bridge>now no more traffic ever again;NO;
260;@Toby_Eyre yeah try not to crash into mine or my sisters car;NO;
261;@MishaRN See, here is the thing: the infection risk is extremely low. There are reasons it only ever spreads in Africa: no infection control;NO;
262;Listening to my @uber driver in Orlando talk about how police here do sting operations at the airport to catch them.;NO;
263;@Grande_dela33 u can break my heart but u can''t break my swag;NO;
264;Opened report via iPhone at 6 Cygnet St http://t.co/Rj04HuuxIu. Car parked in same spot well over 1 week.;NO;
265;Hancock St traffic to Quincy Center is moving slower than the Walking Dead.;NO;
266;RT @petecheslock: Listening to my @uber driver in Orlando talk about how police here do sting operations at the airport to catch them.;NO;
267;Police said car striking pedestrian outside #Seabrook #MarketBasket being investigated, but seen as accident for now.;YES
268;@LaurenLamson die hippy die;NO;
269;Multiple injuries reported in Palo Alto, CA after a car jumps the curb hits pedestrians on sidewalk http://t.co/XCPtxedlL6;YES
270;@Penetrationarry i mean food tastes good and if i die of excessive eating then at least ill die happily u feel;NO;
271;Opened report via iPhone at 131–199 Beach St http://t.co/BkGG1TQvbo. Smashed car window glass from a breakin last night. needs to be cl...;NO;
272;I would kill for a selfie with zayn. serious KILL;NO;
273;Rude - Magic! Cover by Brad Kavanagh [Official Vi…: http://t.co/pRuwdySsxN Checkout @BradKavanagh new cover...its totally sweet -);NO;
274;#LetLarzKnow - What is the very best car you saw on the road today? Send us a pic!;NO;
275;@Jeets_42 that doesn''t bother me, it was just reported. I''m sure what other owners have done surpass the Beats thing, just not reported.;NO;
276;RT @fox25news: Police look for alleged car thieves who drive through store windows, steal merchandise http://t.co/GeUdVHOk9B #fox25;YES
277;Police look for alleged car thieves who drive through store windows, steal merchandise: FOX 25''s Bob Ward is... http://t.co/JtII2sAfWx;YES
278;“@Bellex95: I can''t believe @KimCalaj and @AyeShelly wrestled me and blocked my car to not let me leave” that''s true love tho tell me not?;NO;
279;Inside the Iron, Episode 1 - The Draft, presented to you by Fuel for Fire is LIVE now.You’ll get an... http://t.co/iJnqom3fw9;NO;
280;We made it! Heading back home to put the new magic smoke box in my computer, since all the magic smoke came out of the other one.;NO;
281;RT @TheBostonIron: Inside the Iron, Episode 1 - The Draft, presented to you by Fuel for Fire is LIVE now.You’ll get an... http://t.co/iJn…;NO;
282;@AndyHannon nope. Scary scene. Bunch a bros being angry. I woulda called Police if they hadn''t peeled outta there so quick;NO;
283;@itsnotmedusa i hope i die i hope u die;NO;
284;Slum-cunt just asked me for a smoke. I don''t smoke. Then pulls out his ciggies and rolls one up. Slum-cunt;NO;
285;@alyssssssa206 today I figured out a new way to dog walk, just take the farm off road vehicle and ride them around👌;NO;
286;#Boston #News 4 Injured, 1 Seriously, When Car Crashes into Friendly’s Restaurant: Police continue to investig... http://t.co/WUgJJ5Lx5n;YES
287;Traffic moving now “@720KDWN: Police activity has 15 CLOSED both sides at MM 79. Standoff involving Utah bank robbery suspect”;YES
288;@mistydemeo I seem to be a minor road block..;NO;
289;@GarnettLee @CheapyD yup. Even still. I think it''s the fact that you can randomly bump into a large group of equal levels that wreck shop.;NO;
290;they all thought I was an outcast car crash;NO;
291;WATCH NOW Inside the Iron Episode 1 - The Draft - Presented by Fuel For Fire: http://t.co/UDlehxppnf via @TheGridLeague;NO;
292;I saved on gas today when a pothole bounced my car into the next lane.;NO;
293;Fortunately it was just an accident according to the police.  She somehow fell 6 ft in the pool area of the... http://t.co/6e9aqKJnWX;YES
294;Girl Gets TRUCKED By A Speeding Police Car And Somehow Isn''t Dead Immediately - http://t.co/lrQgULduoi;YES
295;Artwork and product is mutually exclusive. Either be a creative or a business person. Try to be both and you''ll die hungry and miserable.;NO;
296;On rent, Gas, Food and Tolls niggas spend almost a stack today;NO;
297;I''m getting option 1 or 2 for car insurance on my car fuck that shit lol;NO;
298;Lookin for some cool music to jam to tonight? Hit up this sick cover of #ThirdEyeBlind''s hit #Jumper by @RENDMUSIC!! https://t.co/KblZIDFzo9;NO;
299;I always burn myself whenever I use a lighter 😩;NO;
300;“@strangelymixed: If my father had gotten shot all hell would break loose. I''d be on some reckless kill shit wave” we gotta 💣🔫🔪 someone? 🌾👀🌾;NO;
301;I failed at traveling 101 today: arrived home with dead batteries across the board. Phone, iPad, laptop, even my fitbit ... Dead.;NO;
302;If you''re really dumb enough to light your whole body on fire you deserve to die, fuckin idiots;NO;
303;@Izzy20ne yeah hopefully your wife and kids die in a car crash so there''s less dumbasses in the world lol;NO;
304;Cant wait to get out of work & burn...cant burn for long tho;NO;
305;A4 Last Thanksgiving mobile traffic was 43% of all online traffic and 26% of all online sales. #MediaChat;NO;
306;RT @jay_henderson: A4 Last Thanksgiving mobile traffic was 43% of all online traffic and 26% of all online sales. #MediaChat;NO;
307;@sassywhaIes: I found a coke bottle with your name on it http://t.co/h6qlgcrLAg @tkwa1299  im dead;NO;
308;RT @JaliciaXiara: @sassywhaIes: I found a coke bottle with your name on it http://t.co/h6qlgcrLAg @tkwa1299  im dead;NO;
309;He may die of wind but he''ll never die of wisdom. - Irish Proverb;NO;
310;RT @dravazed: U.S. defends supplying Israel ammunition during Gaza conflict http://t.co/aJVh4VhdBS  Bombs don''t kill ppl, ppl kill ppl.;NO;
311;@emmypasser @daynapasser oh my god there goes the number one potential reason for me to get in a car accident...;NO;
312;Who''s heard Break Free by Ariana Grande & Zedd? What. A. Jam.;NO;
313;@Timothybuck13 So proud. I subscribed in college and read every issue cover to cover. Waiting till grad school''s over to resubscribe.;NO;
314;@sheneral THEY DON''T FIRE YOU. YOU FIRE YOU!;NO;
315;Who thought Hey! We should take these gross gritty sugar cotton balls..jam them on the edge of a filthy stick..set ''em on fire & eat ''em!?;NO;
316;@GlitterGodd3ss my sisters boyfriend works at Chauncy! You guys should go there since in a few weeks it will reek of those dead snail things;NO;
317;@wickedgames_xx fuck you talking bout kill your self last but kill your family first 👌;NO;
318;RT @ayeitsdream: @wickedgames_xx fuck you talking bout kill your self last but kill your family first 👌;NO;
319;Underground gas explosions kill 24, injure 271 in Taiwan http://t.co/561a2G0OMY #Massachusetts #News #MA #Boston;YES
320;@mahomie_clique @blumsteinmike Gillian oh my god stop vandalizing people''s property before I block and report you!!!!! >:(;NO;
321;Why would someone pay you 10 bills to go 5 miles when you''re car gets 28 miles per gallon and gas is 3.89 or whatever? I''ll wait.;NO;
322;Apparently I will die on April 17, 1966 killed by a ghost due to Paranormal activity in Boston. So, I''m already dead. http://t.co/tbYY6Ot9BQ;NO;
323;“@UberFacts: Sharks kill 12 people per year - humans kill 11,417 sharks per hour.” @angie_sacchetti you dick;NO;
324;Peoplenado 2 RT “@UberFacts: Sharks kill 12 people per year - humans kill 11,417 sharks per hour.”;NO;
325;<didn''t WANT him to die. If he died, there was no way for him to pass along my message to the rest of his friends and anyone else that may>;NO;
326;@UberFacts: Sharks kill 12 people per year - humans kill 11,417 sharks per hour.;NO;
327;#Intern #electrical Electrical Engineer Co-op/Intern: IEEE - Wilmington, DE -  college or ... http://t.co/LsRfqAycht #Delaware #engineer;NO;
328;RT @SocialInBoston: MSP cruiser involved in crash: Massachusetts State Police say a state police cruiser was involved in a crash i... http:…;YES
329;. @universalhub Bad accident at Mass Pike Exit 17?  I saw emergency vehicles from Soldiers Field Road;YES
330;& i''ll smoke weed while i''m killing him & then i''ll get gay married and have a big ol abortion after & i''ll kill someone else. so what?;NO;
331;@biebersstutter dont u break it break it ALONG WITH EVERY PIECE OF ME;NO;
332;Plane car boat;NO;
333;Twitter is dead tonight. Like JFK dead. Like idek how twitter died tonight like y''all want me to think you went to bed but y''all the FBI fam;NO;
334;RT @DouchyDustin: Twitter is dead tonight. Like JFK dead. Like idek how twitter died tonight like y''all want me to think you went to bed bu…;NO;
335;#Smooth #Car #BMW #Car #nails #pedicure #manicure #judybluerose #Soberanes #Castañon #Chiapas #Mexico… http://t.co/TqCwd6fIYT;NO;
336;I would actually die like not even exaggerating but I would fucking die without mikala #bestfriend #alwaysthere;NO;
337;CAUGHT ON CAMERA: Deadly Gas explosion in Taiwan. 24 killed.  More on #7news starting at 5am.http://t.co/PNKfifytYU http://t.co/L6Jy3FTcWF;YES
338;Yemen saw fuel prices double Weds. after govnt ends its fuel subsidy program: http://t.co/f0VOpFtPcE;NO;
339;I''m in mi moms car *broom broom* GET OUT MI CAR;NO;
340;#Boston #News 4 Injured, 1 Seriously, When Car Crashes into Friendly’s Restaurant: Police continue to investig... http://t.co/ErRp05KjVL;YES
341;RT @csmonitor: Yemen saw fuel prices double Weds. after govnt ends its fuel subsidy program: http://t.co/f0VOpFtPcE;NO;
342;RT @Give_It_Toomey: I''m in mi moms car *broom broom* GET OUT MI CAR;NO;
343;I miss my Mercedes bc I use to smoke blunts and text people saying wanna smoke a L in the benzzzyyy? 😞😩;NO;
344;@Svenjasaurus schlimm ist, wir müssen heute zu zweit die dummen Sprüche kloppen, die wir normal zu viert raushauen, um den einzugewöhnen!;NO;
345;Bump bump bump!;NO;
346;There''s a Kill La Kill shirt at Hot Topic.;NO;
347;RT @Malkythera: There''s a Kill La Kill shirt at Hot Topic.;NO;
348;Fuck the bullshit I want to die happy, I want to die at age 67 while fucking my young ass side chick.;NO;
349;Stuck in the city with a dead car....day can''t get worse;NO;
350;FUCKCKS UR SOHOT I wanna die I wanna die I wanna die I wanna die I wanna die I wanna die;NO;
351;# Midlife Gamer Prediction League 2014  August - SiStevens says A break from games conferences, a break from game... http://t.co/6455ayzQw5;NO;
352;Car accident dreams are the worst.;NO;
353;RT @Gingerfilter: Excuse me, I was just wondering that fragrance you''re wearing...did it come free with a car wash?;NO;
354;ACCIDENT: RT-24 South at Airport Rd (Exit #8) - 1-car accident on the right shoulder;YES
355;“@themoneygame: MORGAN STANLEY: We''re In An Auto Bubble http://t.co/4epWK8ASMg” @profsufi talked abt subprime auto loans early on too!;NO;
356;ACCIDENT (Wethersfield, CT): RT-15 Berlin Tpk North before RT-15 Wilbur Cross Hwy - road closed due to serious accident - seek alt route;YES
357;Demeter Fragrance adalah produsen parfum dengan aroma-aroma aneh. Dua yang terkenal adalah parfum aroma lobster dan aroma rumah duka.;NO;
358;Don''t smoke cigarettes there are cooler ways to die.;NO;
359;ootd . Naghihintay ng oras . # YOUTHGIG # YEAH. #JesusRocks! http://t.co/ZqLlG5JnMa;NO;
360;RT @CSIContainers: Container flattens #car – driver and passenger make it out alive! #accident http://t.co/DAA4rFbgaA;YES
361;ACCIDENT: I-495 South before RT-213 Loop Connector (Exit #47) - 1-car accident into the guard rail - police on scene;YES
362;#Haverhill MA - I-495 SB after Exit 48 (Rte 125 - Ward Hill Connector). Accident with injuries, left lane blocked. Expect delays.;YES
363;ACCIDENT UPDATE: multi-vehicle accident with one vehicle into a guard rail...PD/FD now on scene - left and center lanes blocked;YES
364;RT @CommuterBoston: ACCIDENT UPDATE: multi-vehicle accident with one vehicle into a guard rail...PD/FD now on scene - left and center lanes…;YES
365;RT @artraffic: #Haverhill MA - I-495 SB after Exit 48 (Rte 125 - Ward Hill Connector). Accident with injuries, left lane blocked. Expect de…;YES
